id,full_name,mail,tel,date_naissance,adresse,numero_contrat,type_contrat,annee_inscription,prime_annuelle,profession,situation_familiale,kpi_score,sentiment
5126,Hedi Ouali,client5126@mail.tn,+21691722331,1965-01-07,"2 Rue 49, Sousse",STAR-005126,HABITATION,2003,1621.91,RETRAITE,VEUF,93,POSITIF
5127,Rami Sfar,client5127@mail.tn,+21697834853,1964-04-02,"156 Rue 20, Sousse",STAR-005127,HABITATION,2018,4023.42,INFORMATICIEN,VEUF,95,POSITIF
5128,Radhia Bouaziz,client5128@mail.tn,+21665295186,1991-01-16,"92 Rue 23, Sfax",STAR-005128,RC,2010,353.12,COMMERCANT,CELIBATAIRE,32,NEGATIF
5129,Ridha Khelil,client5129@mail.tn,+21665432707,1985-10-04,"78 Rue 8, La Marsa",STAR-005129,HABITATION,2024,4525.61,AUTRE,DIVORCE,67,NEUTRE
5130,Slim Sfar,client5130@mail.tn,+21698173010,1979-12-28,"15 Rue 42, Bizerte",STAR-005130,SANTE,2004,1862.69,INFORMATICIEN,CELIBATAIRE,96,POSITIF
5131,Sarra Hamdi,client5131@mail.tn,+21661541743,1993-08-28,"107 Rue 6, Tunis",STAR-005131,RC,2014,791.29,MEDECIN,MARIE,36,NEGATIF
5132,Omar Mejri,client5132@mail.tn,+21695701901,1983-07-15,"51 Rue 24, Nabeul",STAR-005132,SANTE,2010,2664.79,CHAUFFEUR,MARIE,74,POSITIF
5133,Chiraz Haddad,client5133@mail.tn,+21698823299,1961-08-14,"82 Rue 24, Mateur",STAR-005133,VOYAGE,2016,353.28,RETRAITE,MARIE,46,NEUTRE
5134,Houda Khelil,client5134@mail.tn,+21698868920,1979-03-11,"30 Rue 11, Sousse",STAR-005134,VIE,2015,4750.83,MEDECIN,CELIBATAIRE,100,POSITIF
5135,Samir Chebbi,client5135@mail.tn,+21693243791,1960-01-04,"195 Rue 40, Sousse",STAR-005135,VOYAGE,2007,361.02,CHAUFFEUR,CELIBATAIRE,42,NEUTRE
5136,Amine Hamdi,client5136@mail.tn,+21696096857,1991-10-07,"4 Rue 31, Monastir",STAR-005136,VIE,2007,5222.36,RETRAITE,DIVORCE,100,POSITIF
5137,Rim Ben Ali,client5137@mail.tn,+21695146009,1998-01-08,"54 Rue 14, Hammam-Lif",STAR-005137,VIE,2020,3647.4,MEDECIN,MARIE,95,POSITIF
5138,Mounir Ouali,client5138@mail.tn,+21697925771,1962-06-23,"23 Rue 5, Monastir",STAR-005138,SANTE,2024,955.81,ETUDIANT,VEUF,47,NEUTRE
5139,Sonia Chebbi,client5139@mail.tn,+21692302024,2003-03-08,"60 Rue 2, Nabeul",STAR-005139,HABITATION,2011,4389.13,RETRAITE,CELIBATAIRE,84,POSITIF
5140,Sami Boughanmi,client5140@mail.tn,+21666945220,2002-04-17,"55 Rue 44, Nabeul",STAR-005140,SANTE,2024,2546.47,MEDECIN,CELIBATAIRE,59,NEUTRE
5141,Chiraz Bouaziz,client5141@mail.tn,+21692123369,1982-06-03,"48 Rue 39, Sousse",STAR-005141,VOYAGE,2021,619.37,COMMERCANT,CELIBATAIRE,14,NEGATIF
5142,Hatem Ben Ali,client5142@mail.tn,+21669178534,1998-02-26,"148 Rue 45, Sfax",STAR-005142,HABITATION,2014,4997.71,AUTRE,MARIE,100,POSITIF
5143,Radhia Khelil,client5143@mail.tn,+21668557818,1989-10-11,"112 Rue 8, Nabeul",STAR-005143,SANTE,2010,1791.21,RETRAITE,VEUF,67,NEUTRE
5144,Yosra Nasri,client5144@mail.tn,+21669941032,1976-05-04,"124 Rue 22, Monastir",STAR-005144,VOYAGE,2011,619.08,AUTRE,DIVORCE,48,NEUTRE
5145,Sami Gharbi,client5145@mail.tn,+21664174410,1994-02-17,"129 Rue 18, Ariana",STAR-005145,RC,2005,748.46,INFORMATICIEN,DIVORCE,48,NEUTRE
5146,Rania Ouali,client5146@mail.tn,+21667234874,1976-01-26,"28 Rue 3, Monastir",STAR-005146,SANTE,2023,859.44,MEDECIN,MARIE,63,NEUTRE
5147,Tarek Zouari,client5147@mail.tn,+21663960997,1963-12-09,"163 Rue 12, Sfax",STAR-005147,VOYAGE,2010,415.9,MEDECIN,CELIBATAIRE,46,NEUTRE
5148,Amel Hamdi,client5148@mail.tn,+21661562018,1969-10-09,"58 Rue 13, Mateur",STAR-005148,SANTE,2018,1045.21,CHAUFFEUR,VEUF,63,NEUTRE
5149,Ines Mansour,client5149@mail.tn,+21665269286,1973-11-20,"185 Rue 28, Manouba",STAR-005149,RC,2005,675.41,CHAUFFEUR,CELIBATAIRE,32,NEGATIF
5150,Rami Jebali,client5150@mail.tn,+21662468645,1965-09-25,"144 Rue 22, Sfax",STAR-005150,SANTE,2005,2263.18,CHAUFFEUR,CELIBATAIRE,95,POSITIF
5151,Karim Gargouri,client5151@mail.tn,+21669972698,1982-08-01,"187 Rue 35, Sfax",STAR-005151,AUTO,2000,866.15,INFORMATICIEN,VEUF,74,POSITIF
5152,Olfa Khalsi,client5152@mail.tn,+21666273104,1985-03-21,"119 Rue 13, Ben Arous",STAR-005152,SANTE,2008,2894.01,RETRAITE,MARIE,94,POSITIF
5153,Bassem Gargouri,client5153@mail.tn,+21666908200,1987-05-06,"152 Rue 10, Sfax",STAR-005153,HABITATION,2024,2012.6,COMMERCANT,DIVORCE,69,NEUTRE
5154,Lilia Gharbi,client5154@mail.tn,+21663314969,1988-12-23,"159 Rue 8, Monastir",STAR-005154,VOYAGE,2019,280.37,ETUDIANT,MARIE,34,NEGATIF
5155,Omar Hamdi,client5155@mail.tn,+21663276309,1966-08-02,"122 Rue 20, Monastir",STAR-005155,VOYAGE,2022,210.22,AUTRE,VEUF,30,NEGATIF
5156,Mehdi Tlili,client5156@mail.tn,+21698095784,1960-03-02,"21 Rue 27, Hammam-Lif",STAR-005156,SANTE,2018,2800.68,AUTRE,MARIE,82,POSITIF
5157,Bassem Sfar,client5157@mail.tn,+21667751276,1992-02-02,"126 Rue 48, Nabeul",STAR-005157,SANTE,2018,1748.89,COMMERCANT,VEUF,60,NEUTRE
5158,Lilia Chaabane,client5158@mail.tn,+21695812954,1985-05-18,"162 Rue 20, Mateur",STAR-005158,VOYAGE,2021,636.95,RETRAITE,DIVORCE,24,NEGATIF
5159,Amira Belhaj,client5159@mail.tn,+21667994002,1999-12-17,"192 Rue 19, Ben Arous",STAR-005159,HABITATION,2011,2616.14,INGENIEUR,VEUF,92,POSITIF
5160,Afef Ayari,client5160@mail.tn,+21668821077,1991-07-14,"45 Rue 21, Ariana",STAR-005160,SANTE,2007,2857.7,EMPLOYE,DIVORCE,90,POSITIF
5161,Zied Ayari,client5161@mail.tn,+21666466400,1965-02-05,"95 Rue 2, Ben Arous",STAR-005161,SANTE,2003,2885.4,RETRAITE,VEUF,100,POSITIF
5162,Rim Bouaziz,client5162@mail.tn,+21666098654,1991-02-01,"179 Rue 16, Nabeul",STAR-005162,VOYAGE,2012,383.64,RETRAITE,CELIBATAIRE,45,NEUTRE
5163,Sami Mejri,client5163@mail.tn,+21668987630,1999-03-17,"90 Rue 6, Sousse",STAR-005163,HABITATION,2000,3554.62,ETUDIANT,DIVORCE,85,POSITIF
5164,Walid Bardi,client5164@mail.tn,+21662906961,1967-09-06,"129 Rue 30, Zaghouan",STAR-005164,RC,2008,245.61,ETUDIANT,DIVORCE,37,NEGATIF
5165,Radhia Zouari,client5165@mail.tn,+21664088173,1989-02-26,"96 Rue 30, Manouba",STAR-005165,AUTO,2023,509.74,COMMERCANT,CELIBATAIRE,28,NEGATIF
5166,Mohamed Chebbi,client5166@mail.tn,+21691164407,1966-02-28,"158 Rue 45, Sousse",STAR-005166,VIE,2007,5892.74,COMMERCANT,DIVORCE,100,POSITIF
5167,Ridha Dridi,client5167@mail.tn,+21664599059,1974-11-27,"96 Rue 39, Hammam-Lif",STAR-005167,VOYAGE,2010,280.0,RETRAITE,DIVORCE,49,NEUTRE
5168,Asma Chaabane,client5168@mail.tn,+21668188511,1988-05-19,"84 Rue 21, Ariana",STAR-005168,RC,2019,475.17,RETRAITE,MARIE,37,NEGATIF
5169,Samir Zouari,client5169@mail.tn,+21669688624,1990-11-11,"36 Rue 21, Bizerte",STAR-005169,RC,2000,797.89,MEDECIN,CELIBATAIRE,48,NEUTRE
5170,Sami Rekik,client5170@mail.tn,+21665532012,1981-08-03,"70 Rue 38, Ben Arous",STAR-005170,SANTE,2017,2821.37,ENSEIGNANT,CELIBATAIRE,77,POSITIF
5171,Wafa Gharbi,client5171@mail.tn,+21661408637,1990-10-15,"191 Rue 5, Manouba",STAR-005171,AUTO,2019,1217.8,CHAUFFEUR,VEUF,48,NEUTRE
5172,Manel Ouali,client5172@mail.tn,+21666763992,1976-01-17,"29 Rue 33, Nabeul",STAR-005172,SANTE,2003,2043.64,AUTRE,CELIBATAIRE,98,POSITIF
5173,Amine Mejri,client5173@mail.tn,+21696469375,1970-02-13,"189 Rue 34, Sfax",STAR-005173,VOYAGE,2020,649.63,ETUDIANT,MARIE,28,NEGATIF
5174,Radhia Sfar,client5174@mail.tn,+21662799998,1968-02-24,"109 Rue 16, Mateur",STAR-005174,RC,2003,655.43,ENSEIGNANT,DIVORCE,47,NEUTRE
5175,Hajer Fehri,client5175@mail.tn,+21696531133,1969-08-14,"97 Rue 40, Tunis",STAR-005175,HABITATION,2003,4630.23,AUTRE,VEUF,100,POSITIF
5176,Zied Dridi,client5176@mail.tn,+21697820635,1989-01-22,"197 Rue 48, La Marsa",STAR-005176,RC,2007,619.6,COMMERCANT,CELIBATAIRE,48,NEUTRE
5177,Hela Mansour,client5177@mail.tn,+21666714607,1976-11-07,"179 Rue 37, Zaghouan",STAR-005177,SANTE,2005,1201.92,INFORMATICIEN,VEUF,78,POSITIF
5178,Ali Boughanmi,client5178@mail.tn,+21699511416,1997-03-13,"76 Rue 32, Tunis",STAR-005178,SANTE,2010,898.32,RETRAITE,DIVORCE,79,POSITIF
5179,Samir Trabelsi,client5179@mail.tn,+21698332563,1988-04-11,"66 Rue 4, Zaghouan",STAR-005179,VOYAGE,2000,410.15,AUTRE,VEUF,54,NEUTRE
5180,Chiraz Ouali,client5180@mail.tn,+21666355127,1977-05-27,"65 Rue 35, Monastir",STAR-005180,HABITATION,2010,3763.51,ENSEIGNANT,CELIBATAIRE,97,POSITIF
5181,Rim Chaabane,client5181@mail.tn,+21699349712,1960-03-06,"93 Rue 13, Nabeul",STAR-005181,RC,2014,665.74,COMMERCANT,DIVORCE,29,NEGATIF
5182,Yosra Abidi,client5182@mail.tn,+21693564270,1996-07-05,"60 Rue 20, Monastir",STAR-005182,VIE,2015,5861.55,MEDECIN,CELIBATAIRE,100,POSITIF
5183,Nizar Rekik,client5183@mail.tn,+21662087771,2000-08-01,"96 Rue 31, Ben Arous",STAR-005183,AUTO,2005,1138.04,COMMERCANT,VEUF,65,NEUTRE
5184,Radhia Hamdi,client5184@mail.tn,+21692479398,1972-10-09,"124 Rue 26, Sousse",STAR-005184,SANTE,2019,1922.0,INGENIEUR,CELIBATAIRE,80,POSITIF
5185,Sirine Elloumi,client5185@mail.tn,+21662983877,1977-09-04,"45 Rue 21, Sfax",STAR-005185,RC,2024,520.98,CHAUFFEUR,DIVORCE,9,NEGATIF
5186,Manel Turki,client5186@mail.tn,+21665559162,1971-05-14,"135 Rue 1, Hammam-Lif",STAR-005186,VIE,2012,1837.06,INGENIEUR,MARIE,100,POSITIF
5187,Ahmed Bardi,client5187@mail.tn,+21694600286,1960-10-21,"181 Rue 32, Tunis",STAR-005187,HABITATION,2019,3856.07,COMMERCANT,MARIE,88,POSITIF
5188,Chiraz Ben Ali,client5188@mail.tn,+21666032249,1985-02-16,"117 Rue 23, Tunis",STAR-005188,SANTE,2006,1034.09,RETRAITE,CELIBATAIRE,78,POSITIF
5189,Amel Mzoughi,client5189@mail.tn,+21664730503,1997-07-23,"42 Rue 17, Sousse",STAR-005189,HABITATION,2007,1449.72,CHAUFFEUR,MARIE,74,POSITIF
5190,Maher Jebali,client5190@mail.tn,+21661158390,1980-10-23,"37 Rue 17, Sfax",STAR-005190,VIE,2024,7444.13,MEDECIN,CELIBATAIRE,93,POSITIF
5191,Ridha Nasri,client5191@mail.tn,+21694761545,1960-05-08,"96 Rue 34, La Marsa",STAR-005191,SANTE,2009,1917.03,EMPLOYE,MARIE,86,POSITIF
5192,Afef Chaabane,client5192@mail.tn,+21667268676,1986-12-28,"12 Rue 23, Tunis",STAR-005192,AUTO,2011,822.98,EMPLOYE,CELIBATAIRE,71,POSITIF
5193,Karim Mzoughi,client5193@mail.tn,+21692098676,1996-02-17,"108 Rue 9, Sfax",STAR-005193,AUTO,2003,762.82,COMMERCANT,VEUF,62,NEUTRE
5194,Chiraz Abidi,client5194@mail.tn,+21661820021,1979-09-03,"40 Rue 43, Ariana",STAR-005194,VOYAGE,2004,347.37,INGENIEUR,CELIBATAIRE,53,NEUTRE
5195,Sami Mrabet,client5195@mail.tn,+21662196294,1979-08-10,"22 Rue 36, Manouba",STAR-005195,SANTE,2016,2879.3,AUTRE,CELIBATAIRE,76,POSITIF
5196,Fares Chaabane,client5196@mail.tn,+21695863059,1973-12-12,"188 Rue 2, Ben Arous",STAR-005196,VIE,2018,6747.82,AUTRE,VEUF,100,POSITIF
5197,Fares Elloumi,client5197@mail.tn,+21696524543,1986-08-20,"57 Rue 37, La Marsa",STAR-005197,VIE,2019,6586.93,INGENIEUR,VEUF,99,POSITIF
5198,Rania Trabelsi,client5198@mail.tn,+21695066769,1968-01-07,"67 Rue 27, Sfax",STAR-005198,VOYAGE,2001,281.73,MEDECIN,MARIE,76,POSITIF
5199,Bilel Mansour,client5199@mail.tn,+21694302337,1973-09-14,"83 Rue 45, Monastir",STAR-005199,AUTO,2021,1496.7,MEDECIN,CELIBATAIRE,54,NEUTRE
5200,Nesrine Khelil,client5200@mail.tn,+21692185646,1962-05-04,"64 Rue 42, Tunis",STAR-005200,SANTE,2017,1555.06,ENSEIGNANT,MARIE,69,NEUTRE
5201,Dhouha Boughanmi,client5201@mail.tn,+21661620554,1977-01-08,"29 Rue 34, Sfax",STAR-005201,HABITATION,2024,3795.98,COMMERCANT,CELIBATAIRE,57,NEUTRE
5202,Mariem Elloumi,client5202@mail.tn,+21695257531,1997-02-04,"1 Rue 25, Sousse",STAR-005202,VOYAGE,2004,523.37,EMPLOYE,MARIE,51,NEUTRE
5203,Sarra Hajlaoui,client5203@mail.tn,+21697172927,1980-01-03,"21 Rue 22, Hammam-Lif",STAR-005203,VIE,2024,7376.72,COMMERCANT,DIVORCE,72,POSITIF
5204,Nesrine Abidi,client5204@mail.tn,+21692573593,1984-09-27,"87 Rue 15, Sfax",STAR-005204,RC,2007,251.79,MEDECIN,CELIBATAIRE,45,NEUTRE
5205,Hajer Khalsi,client5205@mail.tn,+21669024439,1998-03-24,"181 Rue 40, Ariana",STAR-005205,HABITATION,2024,3584.75,CHAUFFEUR,CELIBATAIRE,61,NEUTRE
5206,Skander Laabidi,client5206@mail.tn,+21698418493,1970-12-09,"82 Rue 11, Nabeul",STAR-005206,SANTE,2019,849.97,INGENIEUR,MARIE,87,POSITIF
5207,Mohamed Gargouri,client5207@mail.tn,+21693770699,2004-03-22,"193 Rue 3, Ben Arous",STAR-005207,VOYAGE,2007,638.77,COMMERCANT,DIVORCE,32,NEGATIF
5208,Lilia Nasri,client5208@mail.tn,+21669375958,1960-07-23,"94 Rue 5, Nabeul",STAR-005208,VOYAGE,2023,651.05,COMMERCANT,VEUF,29,NEGATIF
5209,Chiraz Khalsi,client5209@mail.tn,+21664291072,1970-10-04,"75 Rue 17, Nabeul",STAR-005209,AUTO,2012,725.08,ENSEIGNANT,DIVORCE,54,NEUTRE
5210,Mohamed Mansour,client5210@mail.tn,+21669509685,1983-10-01,"13 Rue 38, Monastir",STAR-005210,AUTO,2005,1884.67,MEDECIN,MARIE,85,POSITIF
5211,Samir Zouari,client5211@mail.tn,+21666248650,1972-07-09,"167 Rue 3, La Marsa",STAR-005211,VOYAGE,2013,384.75,INGENIEUR,MARIE,62,NEUTRE
5212,Zied Nasri,client5212@mail.tn,+21663553593,1999-05-01,"18 Rue 22, Ariana",STAR-005212,SANTE,2009,2910.67,MEDECIN,VEUF,91,POSITIF
5213,Ahmed Ben Ali,client5213@mail.tn,+21661692834,1968-09-17,"69 Rue 19, Ben Arous",STAR-005213,AUTO,2008,1903.94,INFORMATICIEN,CELIBATAIRE,90,POSITIF
5214,Olfa Mrabet,client5214@mail.tn,+21661878522,1999-11-17,"176 Rue 18, La Marsa",STAR-005214,AUTO,2000,1795.02,INGENIEUR,VEUF,80,POSITIF
5215,Ali Ben Ali,client5215@mail.tn,+21697318729,1981-07-17,"186 Rue 28, Monastir",STAR-005215,HABITATION,2015,4730.3,INFORMATICIEN,MARIE,100,POSITIF
5216,Olfa Saidi,client5216@mail.tn,+21698613784,2002-03-27,"129 Rue 28, Zaghouan",STAR-005216,RC,2018,776.4,COMMERCANT,CELIBATAIRE,20,NEGATIF
5217,Fethi Nasri,client5217@mail.tn,+21696299288,1992-06-20,"33 Rue 43, Sousse",STAR-005217,SANTE,2006,2922.18,ENSEIGNANT,VEUF,89,POSITIF
5218,Skander Bardi,client5218@mail.tn,+21691598027,1962-06-23,"82 Rue 34, Manouba",STAR-005218,SANTE,2017,2024.61,EMPLOYE,DIVORCE,73,POSITIF
5219,Mehdi Mejri,client5219@mail.tn,+21691636341,1979-05-15,"123 Rue 44, Monastir",STAR-005219,VOYAGE,2008,231.75,ENSEIGNANT,VEUF,51,NEUTRE
5220,Youssef Ben Ali,client5220@mail.tn,+21699030283,2003-04-06,"199 Rue 37, Ben Arous",STAR-005220,HABITATION,2020,2976.71,ETUDIANT,VEUF,61,NEUTRE
5221,Samir Gharbi,client5221@mail.tn,+21663440796,2002-03-12,"93 Rue 29, Zaghouan",STAR-005221,VIE,2022,1877.19,EMPLOYE,DIVORCE,49,NEUTRE
5222,Bilel Saidi,client5222@mail.tn,+21694457078,1985-01-03,"187 Rue 46, La Marsa",STAR-005222,SANTE,2009,2764.37,CHAUFFEUR,VEUF,77,POSITIF
5223,Ahmed Jebali,client5223@mail.tn,+21666566912,1968-05-05,"108 Rue 6, Zaghouan",STAR-005223,AUTO,2006,897.39,INFORMATICIEN,MARIE,100,POSITIF
5224,Yosra Gargouri,client5224@mail.tn,+21699054234,1969-08-17,"191 Rue 38, Hammam-Lif",STAR-005224,VOYAGE,2000,439.79,CHAUFFEUR,CELIBATAIRE,48,NEUTRE
5225,Sarra Belhaj,client5225@mail.tn,+21669758295,1985-08-08,"63 Rue 48, Sfax",STAR-005225,AUTO,2023,1431.82,ETUDIANT,CELIBATAIRE,43,NEUTRE
5226,Fethi Mrabet,client5226@mail.tn,+21662441270,1991-05-01,"189 Rue 31, Hammam-Lif",STAR-005226,AUTO,2013,1960.24,INFORMATICIEN,DIVORCE,73,POSITIF
5227,Skander Mejri,client5227@mail.tn,+21695374394,2000-08-21,"16 Rue 10, Ariana",STAR-005227,SANTE,2024,2599.14,ENSEIGNANT,MARIE,54,NEUTRE
5228,Emna Saidi,client5228@mail.tn,+21696051736,1965-10-10,"105 Rue 6, Ben Arous",STAR-005228,RC,2015,455.46,COMMERCANT,CELIBATAIRE,27,NEGATIF
5229,Khaled Khalsi,client5229@mail.tn,+21666444522,1963-04-05,"153 Rue 29, Monastir",STAR-005229,VOYAGE,2010,310.96,ENSEIGNANT,DIVORCE,46,NEUTRE
5230,Fatma Ben Ali,client5230@mail.tn,+21697955524,2000-07-23,"93 Rue 37, Sousse",STAR-005230,VOYAGE,2000,624.94,INFORMATICIEN,CELIBATAIRE,55,NEUTRE
5231,Manel Chaabane,client5231@mail.tn,+21663721507,1988-02-02,"60 Rue 41, Zaghouan",STAR-005231,SANTE,2000,2294.78,EMPLOYE,MARIE,87,POSITIF
5232,Wissem Mrabet,client5232@mail.tn,+21663306969,1975-06-23,"54 Rue 28, Ariana",STAR-005232,VOYAGE,2022,311.89,AUTRE,DIVORCE,22,NEGATIF
5233,Leila Zouari,client5233@mail.tn,+21664806349,1966-03-03,"150 Rue 25, Ariana",STAR-005233,SANTE,2016,1129.17,CHAUFFEUR,DIVORCE,57,NEUTRE
5234,Nour Belhaj,client5234@mail.tn,+21692331071,2004-09-27,"14 Rue 30, Zaghouan",STAR-005234,VOYAGE,2013,308.89,ETUDIANT,VEUF,17,NEGATIF
5235,Rami Hamdi,client5235@mail.tn,+21696727763,1982-11-01,"194 Rue 24, Nabeul",STAR-005235,VIE,2020,4488.24,ETUDIANT,MARIE,88,POSITIF
5236,Nesrine Mansour,client5236@mail.tn,+21663530293,1983-11-07,"59 Rue 42, Ben Arous",STAR-005236,VIE,2001,7042.59,INFORMATICIEN,CELIBATAIRE,100,POSITIF
5237,Radhia Abidi,client5237@mail.tn,+21697862042,1960-12-03,"187 Rue 27, Tunis",STAR-005237,VOYAGE,2005,677.06,RETRAITE,MARIE,64,NEUTRE
5238,Khaled Sfar,client5238@mail.tn,+21693859111,1988-11-15,"182 Rue 40, Nabeul",STAR-005238,HABITATION,2021,3327.69,CHAUFFEUR,DIVORCE,61,NEUTRE
5239,Sirine Hajlaoui,client5239@mail.tn,+21691569340,1999-11-19,"108 Rue 25, Zaghouan",STAR-005239,HABITATION,2000,2646.54,EMPLOYE,CELIBATAIRE,93,POSITIF
5240,Olfa Mzoughi,client5240@mail.tn,+21692516183,1985-05-26,"190 Rue 36, Sousse",STAR-005240,AUTO,2019,1583.08,MEDECIN,DIVORCE,63,NEUTRE
5241,Youssef Abidi,client5241@mail.tn,+21693637735,1983-02-27,"166 Rue 35, Manouba",STAR-005241,AUTO,2023,1000.76,INFORMATICIEN,MARIE,55,NEUTRE
5242,Sonia Ayari,client5242@mail.tn,+21667885824,1967-04-14,"44 Rue 9, Tunis",STAR-005242,HABITATION,2017,3762.8,COMMERCANT,VEUF,84,POSITIF
5243,Sonia Chaabane,client5243@mail.tn,+21669189578,1967-12-06,"25 Rue 31, Bizerte",STAR-005243,VOYAGE,2009,614.33,ETUDIANT,CELIBATAIRE,42,NEUTRE
5244,Sami Bouaziz,client5244@mail.tn,+21693540709,1990-08-27,"120 Rue 2, Bizerte",STAR-005244,HABITATION,2012,1866.24,MEDECIN,MARIE,88,POSITIF
5245,Wissem Laabidi,client5245@mail.tn,+21662274222,1985-12-10,"152 Rue 44, Zaghouan",STAR-005245,SANTE,2013,2383.39,INGENIEUR,DIVORCE,88,POSITIF
5246,Youssef Ouali,client5246@mail.tn,+21696816392,1998-05-04,"130 Rue 31, Sfax",STAR-005246,VOYAGE,2010,322.0,MEDECIN,CELIBATAIRE,40,NEUTRE
5247,Lotfi Mrabet,client5247@mail.tn,+21699733236,1969-02-25,"47 Rue 18, Sousse",STAR-005247,SANTE,2023,2675.51,ENSEIGNANT,CELIBATAIRE,61,NEUTRE
5248,Radhia Trabelsi,client5248@mail.tn,+21663228518,2001-08-10,"36 Rue 16, Nabeul",STAR-005248,HABITATION,2007,1796.07,MEDECIN,MARIE,84,POSITIF
5249,Dhouha Zouari,client5249@mail.tn,+21694024640,1961-03-19,"109 Rue 2, Manouba",STAR-005249,RC,2006,863.72,CHAUFFEUR,CELIBATAIRE,50,NEUTRE
5250,Bassem Hamdi,client5250@mail.tn,+21669506659,1986-06-17,"85 Rue 48, Mateur",STAR-005250,RC,2006,471.94,RETRAITE,DIVORCE,38,NEGATIF
5251,Asma Rekik,client5251@mail.tn,+21694357462,1967-09-22,"150 Rue 2, Nabeul",STAR-005251,RC,2007,426.07,ETUDIANT,VEUF,35,NEGATIF
5252,Fatma Bouaziz,client5252@mail.tn,+21665325007,1990-04-24,"118 Rue 24, Manouba",STAR-005252,RC,2017,583.28,ENSEIGNANT,CELIBATAIRE,26,NEGATIF
5253,Bassem Sfar,client5253@mail.tn,+21669827968,2001-11-08,"185 Rue 21, Monastir",STAR-005253,AUTO,2020,1856.08,MEDECIN,CELIBATAIRE,48,NEUTRE
5254,Sonia Zouari,client5254@mail.tn,+21661080203,1975-04-24,"192 Rue 6, Manouba",STAR-005254,HABITATION,2005,3476.71,ENSEIGNANT,DIVORCE,96,POSITIF
5255,Asma Fehri,client5255@mail.tn,+21699393189,1979-09-12,"153 Rue 11, Ben Arous",STAR-005255,VIE,2015,7793.08,RETRAITE,VEUF,100,POSITIF
5256,Yosra Sfar,client5256@mail.tn,+21699334926,1967-03-16,"15 Rue 26, Nabeul",STAR-005256,RC,2003,717.98,RETRAITE,CELIBATAIRE,48,NEUTRE
5257,Samir Sfar,client5257@mail.tn,+21698013919,1981-05-12,"23 Rue 18, Hammam-Lif",STAR-005257,SANTE,2003,2305.82,ENSEIGNANT,DIVORCE,91,POSITIF
5258,Nizar Sfar,client5258@mail.tn,+21661565457,1961-10-10,"91 Rue 50, Sousse",STAR-005258,RC,2020,357.33,RETRAITE,CELIBATAIRE,40,NEUTRE
5259,Khaled Ben Ali,client5259@mail.tn,+21666322575,1966-11-04,"44 Rue 43, Zaghouan",STAR-005259,HABITATION,2001,1099.44,MEDECIN,DIVORCE,93,POSITIF
5260,Khaled Hajlaoui,client5260@mail.tn,+21665893792,1966-01-21,"149 Rue 32, Sfax",STAR-005260,VIE,2007,4080.05,ENSEIGNANT,DIVORCE,100,POSITIF
5261,Houda Sfar,client5261@mail.tn,+21669368976,1986-06-27,"185 Rue 21, Zaghouan",STAR-005261,HABITATION,2015,1634.47,COMMERCANT,CELIBATAIRE,75,POSITIF
5262,Youssef Chaabane,client5262@mail.tn,+21669290653,1983-01-04,"133 Rue 20, Nabeul",STAR-005262,VIE,2000,2057.84,ETUDIANT,CELIBATAIRE,97,POSITIF
5263,Nesrine Khelil,client5263@mail.tn,+21698429326,1997-03-02,"115 Rue 22, Manouba",STAR-005263,AUTO,2014,1326.46,COMMERCANT,CELIBATAIRE,68,NEUTRE
5264,Nesrine Khalsi,client5264@mail.tn,+21694402904,1966-11-22,"24 Rue 26, Sfax",STAR-005264,HABITATION,2012,1757.76,COMMERCANT,VEUF,74,POSITIF
5265,Rania Saidi,client5265@mail.tn,+21665189877,1998-04-25,"150 Rue 13, Hammam-Lif",STAR-005265,HABITATION,2018,2591.17,EMPLOYE,VEUF,81,POSITIF
5266,Radhia Saidi,client5266@mail.tn,+21699796781,1990-06-04,"6 Rue 31, Sousse",STAR-005266,AUTO,2024,524.46,ENSEIGNANT,VEUF,25,NEGATIF
5267,Leila Tlili,client5267@mail.tn,+21662732048,2002-09-11,"64 Rue 40, Ariana",STAR-005267,VOYAGE,2001,518.26,AUTRE,DIVORCE,38,NEGATIF
5268,Sami Chebbi,client5268@mail.tn,+21691102937,1979-07-23,"147 Rue 26, Nabeul",STAR-005268,AUTO,2017,1434.86,ENSEIGNANT,MARIE,73,POSITIF
5269,Chiraz Belhaj,client5269@mail.tn,+21697867523,1989-05-01,"81 Rue 1, Manouba",STAR-005269,VIE,2022,3713.32,ETUDIANT,CELIBATAIRE,57,NEUTRE
5270,Walid Mejri,client5270@mail.tn,+21694980289,1991-12-02,"60 Rue 31, Sousse",STAR-005270,VOYAGE,2016,625.65,AUTRE,MARIE,35,NEGATIF
5271,Leila Bardi,client5271@mail.tn,+21695763147,1993-06-14,"159 Rue 38, Mateur",STAR-005271,VOYAGE,2013,275.77,ENSEIGNANT,CELIBATAIRE,37,NEGATIF
5272,Sarra Bouaziz,client5272@mail.tn,+21697617979,2004-08-26,"73 Rue 45, Manouba",STAR-005272,VOYAGE,2003,639.5,COMMERCANT,VEUF,37,NEGATIF
5273,Aymen Abidi,client5273@mail.tn,+21692779039,1966-11-21,"53 Rue 24, Bizerte",STAR-005273,SANTE,2017,634.08,ETUDIANT,DIVORCE,44,NEUTRE
